wav_filename,wav_filesize,transcript
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJJJ0/SI533_rif.wav,115348, fools he bayed what do you think you are doing
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJJJ0/SX443_rif.wav,88314, a lone star shone in the early evening sky
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJJJ0/SA2_rif.wav,83398, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SX246_rif.wav,81556, how ancient is this subway escalator
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SX336_rif.wav,152620, rob made hungarian goulash for dinner and gooseberry pie for dessert
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SX426_rif.wav,102444, a moth zigzagged along the path through otto's garden
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SI1776_rif.wav,134188, afraid you'll lose your job if you don't keep your mouth shut
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SX66_rif.wav,89952, we got drenched from the uninterrupted rain
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SI815_rif.wav,68244, push back up and repeat
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SA1_rif.wav,138080, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SX156_rif.wav,106746, our experiment's positive outcome was unexpected
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SA2_rif.wav,87904, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBMJ0/SI516_rif.wav,139514, some observers speculated that this might be his revenge on his home town
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SI691_rif.wav,129068, but this esoteric doctrine was lost in the shuffle to acquire special powers
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SX151_rif.wav,88724, the previous speaker presented ambiguous results
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SI1321_rif.wav,119852, there are optimal humidity requirements for various agents when airborne
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SX241_rif.wav,69062, the hallway opens into a huge chamber
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SX331_rif.wav,75820, the big dog loved to chew on the old rag doll
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SA1_rif.wav,90362, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SI645_rif.wav,61280, he ignores guidebook facts
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SX421_rif.wav,73364, those who teach values first abolish cheating
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SA2_rif.wav,77664, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGAG0/SX61_rif.wav,87494, chocolate and roses never fail as a romantic gift
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SI1396_rif.wav,107156, teacher assignment in order to desegregate
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SI766_rif.wav,62918, set aside to dry thoroughly
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SX226_rif.wav,92204, steph could barely handle the psychological trauma
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SX316_rif.wav,93024, that dog chases cats mercilessly
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SA1_rif.wav,110636, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SX136_rif.wav,115348, scientific progress comes from the development of new techniques
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SX46_rif.wav,83398, that pickpocket was caught redhanded
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SX406_rif.wav,128250, there was a gigantic wasp next to irving's big top hat
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SA2_rif.wav,87290, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSTF0/SI852_rif.wav,155284, if you use parking attendants can they be replaced by automatic parking gates
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SX64_rif.wav,98348, regular attendance is seldom required
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SX424_rif.wav,115756, top zinnias rarely have crooked stems
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SX334_rif.wav,98348, often you'll get back more than you put in
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SI1324_rif.wav,109204, it is a happy buzzing crowd
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SX244_rif.wav,132756, herb's birthday occurs frequently on thanksgiving
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SX154_rif.wav,106540, orange juice tastes funny after toothpaste
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SA1_rif.wav,133370, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SI1422_rif.wav,212832, there are many such competently anonymous performances among the earlier poems
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SA2_rif.wav,137876, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MLJH0/SI694_rif.wav,145248, the new birth is miraculous and mysterious
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SX42_rif.wav,69472, biblical scholars argue history
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SI1752_rif.wav,134598, in the lighted interior he saw other men and women struggling into their wraps
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SX402_rif.wav,95276, we'll serve rhubarb pie after rachel's talk
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SX312_rif.wav,114118, those answers will be straightforward if you think them through carefully first
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SI1122_rif.wav,87290, his successors have adopted the opposite alternative
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SX132_rif.wav,77664, publicity and notoriety go hand in hand
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SX222_rif.wav,80532, you always come up with pathological examples
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SA1_rif.wav,102854, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SI492_rif.wav,57388, so he hides the mayonnaise
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FJXP0/SA2_rif.wav,79712, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SX52_rif.wav,95072, her classical performance gained critical acclaim
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SX142_rif.wav,105926, which long article was opaque and needed clarification
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SX412_rif.wav,94868, gwen planted green beans in her vegetable garden
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SI1852_rif.wav,53908, soon said the halfman
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SI1222_rif.wav,153236, avowed atheists or freethinkers are so rare as to be a curiosity
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SI592_rif.wav,47558, who wants this deed done
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SX232_rif.wav,106950, his failure to open the store by eight cost him his job
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SA1_rif.wav,114732, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SA2_rif.wav,86060, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MBMA0/SX322_rif.wav,83398, a leather handbag would be a suitable gift
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SX262_rif.wav,95072, can the agency overthrow alien forces
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SI1792_rif.wav,118624, why don't they tell me themselves if it bothers them
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SX82_rif.wav,93434, good service should be rewarded by big tips
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SI532_rif.wav,153644, further it has its work cut out stopping anarchy where it is now garrisoned
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SI1162_rif.wav,104084, two things contribute to his popularity
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SX172_rif.wav,130502, the triumphant warrior exhibited naive heroism
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SA1_rif.wav,126406, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SX416_rif.wav,90976, a huge power outage rarely occurs
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SA2_rif.wav,109408, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRGM0/SX442_rif.wav,166752, suburban housewives often suffer from the gab habit
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SX91_rif.wav,99168, the misprint provoked an immediate disclaimer
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SI1202_rif.wav,157536, his artistic accomplishments guaranteed him entry into any social gathering
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SX271_rif.wav,99578, be careful not to plow over the flower beds
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SX181_rif.wav,130708, rich looked for spotted hyenas and jaguars on the safari
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SI1081_rif.wav,96506, our successors will have an easier task
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SX361_rif.wav,92410, the speech symposium might begin monday
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SI1711_rif.wav,67424, they're going to louse me up good
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SX451_rif.wav,148730, the thick elm forest was nearly overwhelmed by dutch elm disease
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SA1_rif.wav,122924, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FDKN0/SA2_rif.wav,104492, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SX308_rif.wav,102444, shipbuilding is a most fascinating process
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SX38_rif.wav,97530, young people participate in athletic activities
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SI1478_rif.wav,96506, he did not mind the useless kindly questions
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SX128_rif.wav,81556, lots of foreign movies have subtitles
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SI2108_rif.wav,86266, don't forget whiskey it's such a big seller
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SX218_rif.wav,96710, try to recall the events in chronological order
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SX398_rif.wav,100602, children can consume many fruit candies in one sitting
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SA1_rif.wav,101216, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SI848_rif.wav,131732, can your insurance company aid you in reducing administrative costs
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRAB1/SA2_rif.wav,84218, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SI513_rif.wav,89542, this is no surprising trait for a ballplayer
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SI1143_rif.wav,81146, most assuredly ideas are invaluable
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SX153_rif.wav,122924, scholastic aptitude is judged by standardized tests
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SX63_rif.wav,85856, continental drift is a geological theory
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SI1773_rif.wav,87084, the room looked normal and even commonplace
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SX423_rif.wav,124154, smash lightbulbs and their cash value will diminish to nothing
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SA1_rif.wav,105516, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SX333_rif.wav,137876, an adult male baboon's teeth are not suitable for eating shellfish
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SX243_rif.wav,103674, they all agree that the essay is barely intelligible
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJWS0/SA2_rif.wav,95276, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SX355_rif.wav,75206, dolphins are intelligent marine mammals
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SX175_rif.wav,131116, severe myopia contributed to ron's inferiority complex
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SX445_rif.wav,67424, what is this large thing by the ironing board
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SI1885_rif.wav,67014, the mudwagon had caught fire also
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SI1255_rif.wav,135828, my sincere wish is that he continues to add to this record he sets here today
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SA1_rif.wav,92614, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SI625_rif.wav,75412, a tiny handful never did make the concert
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SA2_rif.wav,74592, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SX85_rif.wav,73364, cement is measured in cubic yards
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MJMM0/SX265_rif.wav,92204, the saw is broken so chop the wood instead
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SI799_rif.wav,96916, that brings its peryear cost down mighty low
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SX196_rif.wav,57798, how do oysters make pearls
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SX259_rif.wav,93844, tornados often destroy acres of farm land
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SA1_rif.wav,107360, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SX79_rif.wav,80940, will you please describe the idiotic predicament
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SI1429_rif.wav,159174, with the spring rains the flow rose rapidly due to infiltration in open sewers
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SX169_rif.wav,106746, how would you evaluate this algebraic expression
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SA2_rif.wav,86470, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SI2059_rif.wav,103468, they played crack the whip a few minutes without mishap
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MRSP0/SX439_rif.wav,120262, that stinging vapor was caused by chloride vaporization
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SX397_rif.wav,106540, tim takes sheila to see movies twice a week
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SI1387_rif.wav,114732, several factors contributed to this change
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SI1472_rif.wav,141972, she greeted her husband's colleagues with smiling politeness offering nothing
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SX127_rif.wav,64148, the emperor had a mean temper
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SX37_rif.wav,87084, critical equipment needs proper maintenance
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SA1_rif.wav,114732, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SX307_rif.wav,50426, the meeting is now adjourned
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SA2_rif.wav,112070, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SI2066_rif.wav,197268, he saw a pintsized man with a graying spade beard and an unusually large head
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FBAS0/SX217_rif.wav,74796, how permanent are their records
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SX327_rif.wav,150982, al received a joint appointment in the biology and the engineering departments
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SI1947_rif.wav,79916, there were no tracks of either hoofs or boots
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SX237_rif.wav,65786, the courier was a dwarf
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SI1317_rif.wav,137876, being based on so few events these results are of dubious validity
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SI687_rif.wav,105516, the antislavery movement took many forms
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SA1_rif.wav,101420, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SX417_rif.wav,105926, valley lodge yearly celebrates the first calf born
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SA2_rif.wav,108588, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SX147_rif.wav,115552, correct execution of my instructions is crucial
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGRP0/SX57_rif.wav,102854, the prowler wore a ski mask for disguise
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SI525_rif.wav,147706, the desire and ability to read are important aspects of our cultural life
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SX7_rif.wav,92410, nothing is as offensive as innocence
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SI457_rif.wav,95276, both figures would go higher in later years
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SX97_rif.wav,88724, penguins live near the icy antarctic
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SX187_rif.wav,75412, they often go out in the evening
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SX277_rif.wav,88314, the rose corsage smelled sweet
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SA1_rif.wav,120876, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SX367_rif.wav,110022, the surplus shoes were sold at a discount price
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SA2_rif.wav,93228, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MGXP0/SI1087_rif.wav,146068, he must rearrange matters so that two performers do not bump into each other
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SI1738_rif.wav,185388, no signs of these no gross hemorrhage of lungs heart brain or stomach
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SI586_rif.wav,100602, one even gave my little dog a biscuit
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SX226_rif.wav,113914, steph could barely handle the psychological trauma
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SX316_rif.wav,87494, that dog chases cats mercilessly
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SA1_rif.wav,163680, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SX136_rif.wav,130298, scientific progress comes from the development of new techniques
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SX46_rif.wav,91180, that pickpocket was caught redhanded
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SX406_rif.wav,142176, there was a gigantic wasp next to irving's big top hat
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SA2_rif.wav,111456, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MSFH0/SI1216_rif.wav,106746, let us now give some thought to the soul
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SX270_rif.wav,81964, are holiday aprons available to us
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SX180_rif.wav,88518, almost all colleges are now coeducational
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SX90_rif.wav,62304, the thinker is a famous sculpture
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SX360_rif.wav,92820, i assume moisture will damage this ship's hull
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SI1411_rif.wav,131116, resolved that the antislavery sentiment is becoming ripe for resolute action
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SI2250_rif.wav,81556, all your wishful thinking won't change that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SX450_rif.wav,99372, roy ignored the spurious data points in drawing the graph
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SI990_rif.wav,105108, and these hardy travelers are not unappreciated today
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SA1_rif.wav,97324, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MAEB0/SA2_rif.wav,89542, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SX397_rif.wav,91180, tim takes sheila to see movies twice a week
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SX127_rif.wav,63328, the emperor had a mean temper
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SX37_rif.wav,83194, critical equipment needs proper maintenance
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SI577_rif.wav,88108, she can decrease the number of temptations
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SI1891_rif.wav,160404, his eyes were dark fluid fearful and he gave a sigh as my knife went in
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SA1_rif.wav,111252, she had your dark suit in greasy wash water all year
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SX307_rif.wav,60460, the meeting is now adjourned
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SI1207_rif.wav,152006, but they would reconsider it they assured him if he would rewrite it
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SA2_rif.wav,87290, don't ask me to carry an oily rag like that
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/FKDW0/SX217_rif.wav,59232, how permanent are their records
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MTRT0/SX237_rif.wav,49196, the courier was a dwarf
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MTRT0/SI597_rif.wav,79098, the moment of truth is the moment of crisis
/home/danielvela/projects/speechbutlerphoneme/data/TIMIT/TRAIN/DR4/MTRT0/SI1227_rif.wav,159584, from it spokes of order and degree led to the outward rim of the common man
